class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
e;gru.25;s;t;p;t;d;c;o;cze.69;18.13;;;w;;;f;f;;d;u
e;11.maj;s;t;o;t;d;c;o;cze.48;17.32;;;w;;;f;f;;d;a
e;sie.88;s;t;o;t;d;c;o;maj.43;17.47;;;w;;;f;f;;d;a
e;sie.46;s;t;o;t;d;c;o;cze.14;16.95;;;w;;;f;f;;d;u
e;lis.68;s;t;p;t;d;c;o;maj.27;17.35;;;w;;;f;f;;d;u
e;paü.19;s;t;w;t;d;c;o;maj.89;17.56;;;w;;;f;f;;d;u
e;paü.86;s;t;o;t;d;c;o;maj.92;17.35;;;w;;;f;f;;d;u
e;13.79;s;t;p;t;d;c;o;maj.36;16.95;;;w;;;f;f;;d;u
e;paü.98;s;t;o;t;d;c;o;cze.15;18.51;;;w;;;f;f;;d;u
e;wrz.27;s;t;p;t;d;c;o;maj.46;17.71;;;w;;;f;f;;d;a
e;lis.48;s;t;w;t;d;c;o;maj.97;17.gru;;;w;;;f;f;;d;u
e;08.gru;s;t;w;t;d;c;o;05.kwi;17.maj;;;w;;;f;f;;d;u
e;lis.23;s;t;p;t;d;c;o;06.cze;17.66;;;w;;;f;f;;d;a
e;wrz.24;s;t;p;t;d;c;o;05.gru;16.98;;;w;;;f;f;;d;a
e;wrz.15;s;t;p;t;d;c;o;cze.45;17.16;;;w;;;f;f;;d;a
e;sie.66;s;t;p;t;d;c;o;maj.76;16.61;;;w;;;f;f;;d;a
e;10.sie;s;t;w;t;d;c;o;6.0;18.kwi;;;w;;;f;f;;d;u
e;paü.23;s;t;o;t;d;c;o;cze.63;18.mar;;;w;;;f;f;;d;u
e;lip.55;s;t;o;t;d;c;o;kwi.79;18.28;;;w;;;f;f;;d;a
e;lip.17;s;t;w;t;d;c;o;06.mar;18.56;;;w;;;f;f;;d;a
e;08.sie;s;t;w;t;d;c;o;maj.26;17.23;;;w;;;f;f;;d;a
e;lip.43;s;t;p;t;d;c;o;04.sie;16.43;;;w;;;f;f;;d;a
e;10.mar;s;t;o;t;d;c;o;maj.75;17.73;;;w;;;f;f;;d;a
e;sie.66;s;t;o;t;d;c;o;maj.67;17.46;;;w;;;f;f;;d;a
e;lis.97;s;t;p;t;d;c;o;06.kwi;17.84;;;w;;;f;f;;d;u
e;11.wrz;s;t;p;t;d;c;o;cze.49;16.57;;;w;;;f;f;;d;u
e;08.wrz;s;t;w;t;d;c;o;cze.53;17.37;;;w;;;f;f;;d;u
e;gru.64;s;t;p;t;d;c;o;lip.67;18.sty;;;w;;;f;f;;d;u
e;paü.96;s;t;o;t;d;c;o;cze.73;18.maj;;;w;;;f;f;;d;a
e;08.mar;s;t;p;t;d;c;o;maj.27;17.mar;;;w;;;f;f;;d;u
e;08.kwi;s;t;p;t;d;c;o;05.sie;15.38;;;w;;;f;f;;d;u
e;wrz.55;s;t;p;t;d;c;o;maj.79;16.86;;;w;;;f;f;;d;u
e;14.lip;s;t;o;t;d;c;o;lip.55;18.75;;;w;;;f;f;;d;a
e;sie.97;s;t;w;t;d;c;o;06.lut;17.lip;;;w;;;f;f;;d;a
e;wrz.36;s;t;o;t;d;c;o;maj.83;17.93;;;w;;;f;f;;d;u
e;10.mar;s;t;w;t;d;c;o;05.wrz;17.89;;;w;;;f;f;;d;a
e;lis.96;s;t;o;t;d;c;o;cze.76;18.29;;;w;;;f;f;;d;u
e;sie.53;s;t;p;t;d;c;o;cze.44;18.27;;;w;;;f;f;;d;a
e;wrz.68;s;t;o;t;d;c;o;cze.62;17.86;;;w;;;f;f;;d;u
e;lis.26;s;t;o;t;d;c;o;07.mar;17.92;;;w;;;f;f;;d;u
e;sie.53;s;t;w;t;d;c;o;06.sty;18.sty;;;w;;;f;f;;d;u
e;10.wrz;s;t;w;t;d;c;o;cze.44;17.56;;;w;;;f;f;;d;a
e;lis.57;s;t;o;t;d;c;o;kwi.93;17.cze;;;w;;;f;f;;d;a
e;gru.71;s;t;o;t;d;c;o;maj.43;17.mar;;;w;;;f;f;;d;a
e;sie.49;s;t;o;t;d;c;o;maj.76;16.75;;;w;;;f;f;;d;a
e;09.lip;s;t;w;t;d;c;o;06.sty;17.27;;;w;;;f;f;;d;u
e;sie.97;s;t;p;t;d;c;o;05.sty;16.17;;;w;;;f;f;;d;u
e;gru.34;s;t;p;t;d;c;o;06.maj;18.48;;;w;;;f;f;;d;a
e;08.mar;s;t;p;t;d;c;o;cze.86;17.38;;;w;;;f;f;;d;u
e;lis.25;s;t;w;t;d;c;o;cze.24;17.98;;;w;;;f;f;;d;u
e;paü.19;s;t;o;t;d;c;o;maj.84;18.lis;;;w;;;f;f;;d;a
e;9.0;s;t;p;t;d;c;o;6.0;17.58;;;w;;;f;f;;d;u
e;lis.66;s;t;o;t;d;c;o;maj.55;17.32;;;w;;;f;f;;d;a
e;lip.56;s;t;p;t;d;c;o;05.kwi;16.37;;;w;;;f;f;;d;a
e;lis.75;s;t;w;t;d;c;o;maj.99;16.sie;;;w;;;f;f;;d;a
e;sie.84;s;t;w;t;d;c;o;cze.28;16.wrz;;;w;;;f;f;;d;u
e;11.cze;s;t;p;t;d;c;o;cze.63;18.48;;;w;;;f;f;;d;a
e;09.lis;s;t;o;t;d;c;o;05.wrz;16.84;;;w;;;f;f;;d;u
e;sie.44;s;t;p;t;d;c;o;06.maj;16.74;;;w;;;f;f;;d;u
e;lip.74;s;t;w;t;d;c;o;05.sty;16.88;;;w;;;f;f;;d;u
e;lis.82;s;t;p;t;d;c;o;maj.94;17.kwi;;;w;;;f;f;;d;a
e;paü.13;s;t;p;t;d;c;o;maj.54;17.42;;;w;;;f;f;;d;u
e;gru.34;s;t;p;t;d;c;o;cze.54;17.67;;;w;;;f;f;;d;u
e;kwi.88;s;t;p;t;d;c;o;maj.55;16.82;;;w;;;f;f;;d;a
e;paü.58;s;t;w;t;d;c;o;cze.38;19.maj;;;w;;;f;f;;d;a
e;paü.15;s;t;w;t;d;c;o;maj.69;17.21;;;w;;;f;f;;d;a
e;wrz.86;s;t;o;t;d;c;o;06.wrz;17.21;;;w;;;f;f;;d;u
e;wrz.25;s;t;o;t;d;c;o;maj.93;16.87;;;w;;;f;f;;d;a
e;wrz.91;s;t;p;t;d;c;o;maj.13;17.36;;;w;;;f;f;;d;a
e;8.0;s;t;o;t;d;c;o;maj.24;16.lip;;;w;;;f;f;;d;u
e;lis.45;s;t;w;t;d;c;o;lip.44;19.15;;;w;;;f;f;;d;u
e;13.19;s;t;p;t;d;c;o;lip.52;18.69;;;w;;;f;f;;d;a
e;lis.35;s;t;p;t;d;c;o;cze.89;18.33;;;w;;;f;f;;d;a
e;lis.86;s;t;o;t;d;c;o;maj.71;17.44;;;w;;;f;f;;d;a
e;sie.67;s;t;p;t;d;c;o;cze.27;16.19;;;w;;;f;f;;d;u
e;gru.57;s;t;w;t;d;c;o;maj.74;17.48;;;w;;;f;f;;d;u
e;sie.44;s;t;o;t;d;c;o;kwi.98;15.73;;;w;;;f;f;;d;a
e;10.sie;s;t;p;t;d;c;o;cze.16;17.17;;;w;;;f;f;;d;u
e;sie.28;s;t;p;t;d;c;o;05.sie;16.71;;;w;;;f;f;;d;a
e;wrz.53;s;t;w;t;d;c;o;maj.93;16.66;;;w;;;f;f;;d;a
e;paü.75;s;t;w;t;d;c;o;cze.91;17.77;;;w;;;f;f;;d;a
e;gru.32;s;t;p;t;d;c;o;maj.61;17.47;;;w;;;f;f;;d;u
e;gru.42;s;t;p;t;d;c;o;maj.75;17.67;;;w;;;f;f;;d;a
e;paü.33;s;t;w;t;d;c;o;cze.73;18.mar;;;w;;;f;f;;d;u
e;09.mar;s;t;p;t;d;c;o;06.lut;18.lip;;;w;;;f;f;;d;a
e;gru.24;s;t;o;t;d;c;o;cze.46;18.lut;;;w;;;f;f;;d;a
e;gru.22;s;t;p;t;d;c;o;06.kwi;18.47;;;w;;;f;f;;d;a
e;wrz.76;s;t;o;t;d;c;o;cze.65;17.91;;;w;;;f;f;;d;u
e;10.cze;s;t;w;t;d;c;o;maj.77;17.59;;;w;;;f;f;;d;a
e;wrz.99;s;t;o;t;d;c;o;06.lip;17.maj;;;w;;;f;f;;d;a
e;10.mar;s;t;p;t;d;c;o;cze.27;18.25;;;w;;;f;f;;d;u
e;maj.44;s;t;o;t;d;c;o;kwi.73;16.52;;;w;;;f;f;;d;u
e;paü.38;s;t;w;t;d;c;o;cze.36;17.43;;;w;;;f;f;;d;u
e;gru.34;s;t;p;t;d;c;o;maj.84;17.47;;;w;;;f;f;;d;u
e;lip.47;s;t;w;t;d;c;o;kwi.85;16.72;;;w;;;f;f;;d;u
e;wrz.42;s;t;o;t;d;c;o;maj.51;17.38;;;w;;;f;f;;d;a
e;sie.24;s;t;p;t;d;c;o;05.sie;15.51;;;w;;;f;f;;d;a
e;lis.92;s;t;o;t;d;c;o;cze.55;16.64;;;w;;;f;f;;d;u
e;12.0;s;t;o;t;d;c;o;06.sie;17.31;;;w;;;f;f;;d;u
e;wrz.82;s;t;o;t;d;c;o;05.cze;17.gru;;;w;;;f;f;;d;a
e;sie.34;s;t;w;t;d;c;o;lip.58;18.41;;;w;;;f;f;;d;a
e;paü.64;s;t;w;t;d;c;o;maj.88;17.74;;;w;;;f;f;;d;u
e;paü.87;s;t;w;t;d;c;o;cze.71;18.42;;;w;;;f;f;;d;u
e;wrz.61;s;t;w;t;d;c;o;cze.39;18.49;;;w;;;f;f;;d;a
e;wrz.34;s;t;p;t;d;c;o;maj.97;17.maj;;;w;;;f;f;;d;u
e;09.kwi;s;t;p;t;d;c;o;06.sie;18.13;;;w;;;f;f;;d;a
e;08.lut;s;t;p;t;d;c;o;maj.16;17.27;;;w;;;f;f;;d;u
e;paü.64;s;t;w;t;d;c;o;maj.47;16.sty;;;w;;;f;f;;d;u
e;paü.27;s;t;w;t;d;c;o;cze.46;17.72;;;w;;;f;f;;d;u
e;sie.89;s;t;p;t;d;c;o;05.wrz;17.42;;;w;;;f;f;;d;a
e;wrz.18;s;t;p;t;d;c;o;cze.19;17.53;;;w;;;f;f;;d;a
e;paü.82;s;t;w;t;d;c;o;06.lut;17.33;;;w;;;f;f;;d;a
e;lis.41;s;t;p;t;d;c;o;06.lip;19.64;;;w;;;f;f;;d;u
e;paü.29;s;t;p;t;d;c;o;maj.66;16.sie;;;w;;;f;f;;d;a
e;lis.49;s;t;o;t;d;c;o;maj.99;17.72;;;w;;;f;f;;d;a
e;sie.27;s;t;o;t;d;c;o;maj.39;16.84;;;w;;;f;f;;d;a
e;13.mar;s;t;o;t;d;c;o;06.maj;17.65;;;w;;;f;f;;d;a
e;gru.74;s;t;o;t;d;c;o;lip.28;18.lut;;;w;;;f;f;;d;a
e;paü.13;s;t;p;t;d;c;o;cze.26;17.33;;;w;;;f;f;;d;u
e;lis.46;s;t;p;t;d;c;o;maj.63;18.sty;;;w;;;f;f;;d;a
e;wrz.29;s;t;w;t;d;c;o;maj.17;16.45;;;w;;;f;f;;d;a
e;wrz.89;s;t;w;t;d;c;o;maj.77;16.53;;;w;;;f;f;;d;a
e;lis.16;s;t;w;t;d;c;o;maj.77;17.mar;;;w;;;f;f;;d;u
e;10.lut;s;t;w;t;d;c;o;06.gru;17.89;;;w;;;f;f;;d;a
e;lis.98;s;t;p;t;d;c;o;maj.38;16.66;;;w;;;f;f;;d;a
e;paü.98;s;t;o;t;d;c;o;lip.47;18.49;;;w;;;f;f;;d;u
e;lis.26;s;t;o;t;d;c;o;maj.27;16.98;;;w;;;f;f;;d;u
e;10.cze;s;t;w;t;d;c;o;maj.67;16.44;;;w;;;f;f;;d;a
e;lip.62;s;t;o;t;d;c;o;maj.69;16.33;;;w;;;f;f;;d;u
e;lis.77;s;t;p;t;d;c;o;cze.32;18.wrz;;;w;;;f;f;;d;a
e;10.lut;s;t;p;t;d;c;o;maj.18;16.41;;;w;;;f;f;;d;a
e;gru.41;s;t;p;t;d;c;o;cze.36;18.81;;;w;;;f;f;;d;a
e;lis.88;s;t;p;t;d;c;o;maj.56;17.sty;;;w;;;f;f;;d;u
e;wrz.35;s;t;w;t;d;c;o;maj.33;17.52;;;w;;;f;f;;d;a
e;gru.37;s;t;o;t;d;c;o;lip.19;18.71;;;w;;;f;f;;d;u
e;08.kwi;s;t;p;t;d;c;o;6.0;17.52;;;w;;;f;f;;d;u
e;lis.35;s;t;p;t;d;c;o;maj.79;17.wrz;;;w;;;f;f;;d;u
e;13.15;s;t;p;t;d;c;o;cze.34;17.69;;;w;;;f;f;;d;a
e;11.lis;s;t;w;t;d;c;o;06.cze;17.77;;;w;;;f;f;;d;u
e;08.maj;s;t;p;t;d;c;o;cze.88;17.72;;;w;;;f;f;;d;a
e;paü.84;s;t;w;t;d;c;o;lip.27;19.28;;;w;;;f;f;;d;a
e;paü.73;s;t;o;t;d;c;o;cze.59;17.54;;;w;;;f;f;;d;u
e;gru.98;s;t;w;t;d;c;o;cze.14;17.35;;;w;;;f;f;;d;a
e;sie.46;s;t;p;t;d;c;o;cze.35;18.24;;;w;;;f;f;;d;u
e;13.19;s;t;o;t;d;c;o;lip.61;19.31;;;w;;;f;f;;d;u
e;07.mar;s;t;p;t;d;c;o;06.gru;18.15;;;w;;;f;f;;d;u
e;cze.97;s;t;o;t;d;c;o;maj.54;17.39;;;w;;;f;f;;d;u
e;lis.32;s;t;o;t;d;c;o;05.wrz;17.67;;;w;;;f;f;;d;a
e;paü.23;s;t;p;t;d;c;o;maj.27;16.34;;;w;;;f;f;;d;a
e;wrz.19;s;t;o;t;d;c;o;07.maj;18.62;;;w;;;f;f;;d;u
e;lis.64;s;t;o;t;d;c;o;cze.65;18.maj;;;w;;;f;f;;d;a
e;sie.99;s;t;o;t;d;c;o;maj.32;17.62;;;w;;;f;f;;d;a
e;12.lut;s;t;p;t;d;c;o;cze.32;18.41;;;w;;;f;f;;d;u
e;06.kwi;s;t;p;t;d;c;o;maj.22;17.31;;;w;;;f;f;;d;u
e;wrz.59;s;t;w;t;d;c;o;maj.68;17.45;;;w;;;f;f;;d;a
e;paü.93;s;t;o;t;d;c;o;maj.62;17.62;;;w;;;f;f;;d;u
e;wrz.53;s;t;o;t;d;c;o;maj.61;18.69;;;w;;;f;f;;d;u
e;lis.21;s;t;o;t;d;c;o;05.sie;17.lip;;;w;;;f;f;;d;a
e;paü.91;s;t;o;t;d;c;o;lip.38;19.sty;;;w;;;f;f;;d;a
e;lip.52;s;t;w;t;d;c;o;kwi.84;16.89;;;w;;;f;f;;d;u
e;lis.77;s;t;o;t;d;c;o;07.sty;17.51;;;w;;;f;f;;d;a
e;paü.49;s;t;p;t;d;c;o;cze.75;17.76;;;w;;;f;f;;d;u
e;lis.91;s;t;o;t;d;c;o;lip.16;17.71;;;w;;;f;f;;d;u
e;paü.84;s;t;w;t;d;c;o;cze.85;18.21;;;w;;;f;f;;d;u
e;wrz.88;s;t;p;t;d;c;o;maj.34;17.86;;;w;;;f;f;;d;u
e;13.15;s;t;p;t;d;c;o;cze.61;18.71;;;w;;;f;f;;d;u
e;kwi.54;s;t;w;t;d;c;o;05.lip;16.36;;;w;;;f;f;;d;u
e;paü.77;s;t;p;t;d;c;o;cze.21;17.kwi;;;w;;;f;f;;d;u
e;lis.53;s;t;o;t;d;c;o;maj.89;16.84;;;w;;;f;f;;d;u
e;8.0;s;t;p;t;d;c;o;04.lip;15.87;;;w;;;f;f;;d;a
e;sie.83;s;t;o;t;d;c;o;cze.21;17.wrz;;;w;;;f;f;;d;u
e;11.lip;s;t;w;t;d;c;o;06.cze;18.43;;;w;;;f;f;;d;a
e;11.lis;s;t;o;t;d;c;o;cze.47;17.36;;;w;;;f;f;;d;a
e;lis.94;s;t;w;t;d;c;o;cze.15;18.mar;;;w;;;f;f;;d;u
e;sie.15;s;t;p;t;d;c;o;kwi.62;17.53;;;w;;;f;f;;d;u
e;sie.33;s;t;p;t;d;c;o;cze.31;17.27;;;w;;;f;f;;d;a
e;paü.94;s;t;p;t;d;c;o;5.0;17.71;;;w;;;f;f;;d;u
e;sie.21;s;t;o;t;d;c;o;maj.71;16.42;;;w;;;f;f;;d;a
e;08.cze;s;t;p;t;d;c;o;cze.22;17.93;;;w;;;f;f;;d;u
e;lis.78;s;t;o;t;d;c;o;cze.68;18.75;;;w;;;f;f;;d;a
e;sie.17;s;t;p;t;d;c;o;05.sty;16.13;;;w;;;f;f;;d;a
e;wrz.49;s;t;p;t;d;c;o;maj.43;17.35;;;w;;;f;f;;d;a
e;lis.95;s;t;o;t;d;c;o;cze.79;19.28;;;w;;;f;f;;d;a
e;paü.19;s;t;p;t;d;c;o;maj.75;17.88;;;w;;;f;f;;d;a
e;paü.98;s;t;p;t;d;c;o;06.wrz;17.48;;;w;;;f;f;;d;u
e;paü.15;s;t;o;t;d;c;o;cze.13;18.87;;;w;;;f;f;;d;a
e;wrz.44;s;t;p;t;d;c;o;maj.61;17.mar;;;w;;;f;f;;d;u
e;paü.92;s;t;p;t;d;c;o;cze.31;18.15;;;w;;;f;f;;d;u
e;lis.38;s;t;w;t;d;c;o;cze.13;16.63;;;w;;;f;f;;d;u
e;paü.93;s;t;p;t;d;c;o;maj.83;17.sty;;;w;;;f;f;;d;a
e;08.mar;s;t;o;t;d;c;o;cze.32;17.24;;;w;;;f;f;;d;a
e;paü.46;s;t;w;t;d;c;o;06.sie;17.35;;;w;;;f;f;;d;a
e;paü.16;s;t;w;t;d;c;o;cze.47;18.24;;;w;;;f;f;;d;u
p;08.kwi;s;;r;t;d;;o;kwi.62;gru.66;;;w;;;t;f;;d;u
p;paü.24;s;;r;t;d;;o;05.kwi;12.sie;;;w;;;t;f;;d;u
p;wrz.88;s;;o;t;d;;o;05.kwi;gru.63;;;w;;;t;f;;d;a
p;lip.68;s;;r;t;d;;o;05.lip;13.56;;;w;;;t;f;;d;u
p;lip.89;s;;y;t;d;;o;mar.98;lis.87;;;w;;;t;f;;d;u
p;lip.53;s;;y;t;d;;o;kwi.76;lis.47;;;w;;;t;f;;d;u
p;lip.83;s;;y;t;d;;o;maj.21;lis.72;;;w;;;t;f;;d;u
p;sie.58;s;;y;t;d;;o;maj.96;13.mar;;;w;;;t;f;;d;a
p;cze.92;s;;r;t;d;;o;kwi.15;12.maj;;;w;;;t;f;;d;u
p;paü.37;s;;r;t;d;;o;06.lut;13.46;;;w;;;t;f;;d;u
p;07.sie;s;;o;t;d;;o;kwi.34;lis.32;;;w;;;t;f;;d;u
p;sie.14;s;;r;t;d;;o;05.mar;lis.66;;;w;;;t;f;;d;u
p;10.maj;s;;y;t;d;;o;maj.45;13.46;;;w;;;t;f;;d;a
p;09.wrz;s;;r;t;d;;o;kwi.77;13.maj;;;w;;;t;f;;d;u
p;sie.72;s;;y;t;d;;o;kwi.43;gru.28;;;w;;;t;f;;d;u
p;wrz.72;s;;r;t;d;;o;04.cze;gru.92;;;w;;;t;f;;d;u
p;10.lip;s;;y;t;d;;o;maj.24;gru.87;;;w;;;t;f;;d;a
p;lip.56;s;;o;t;d;;o;kwi.44;lis.87;;;w;;;t;f;;d;u
p;wrz.22;s;;o;t;d;;o;05.wrz;gru.44;;;w;;;t;f;;d;a
p;wrz.44;s;;o;t;d;;o;maj.24;gru.78;;;w;;;t;f;;d;u
p;sie.84;s;;r;t;d;;o;maj.49;13.lut;;;w;;;t;f;;d;u
p;09.sie;s;;r;t;d;;o;maj.69;gru.17;;;w;;;t;f;;d;u
p;08.lut;s;;r;t;d;;o;05.kwi;13.39;;;w;;;t;f;;d;u
p;sie.49;s;;o;t;d;;o;kwi.85;gru.48;;;w;;;t;f;;d;u
p;06.sty;s;;r;t;d;;o;kwi.91;lis.31;;;w;;;t;f;;d;a
p;wrz.33;s;;y;t;d;;o;kwi.79;11.mar;;;w;;;t;f;;d;a
p;cze.33;s;;y;t;d;;o;05.kwi;12.sie;;;w;;;t;f;;d;a
p;sie.88;s;;y;t;d;;o;maj.32;gru.36;;;w;;;t;f;;d;u
p;lis.19;s;;y;t;d;;o;cze.23;13.54;;;w;;;t;f;;d;a
p;paü.99;s;;o;t;d;;o;cze.18;13.23;;;w;;;t;f;;d;a
p;sie.98;s;;y;t;d;;o;maj.24;12.kwi;;;w;;;t;f;;d;u
p;lip.64;s;;o;t;d;;o;kwi.73;lis.32;;;w;;;t;f;;d;u
p;10.maj;s;;y;t;d;;o;maj.16;lis.39;;;w;;;t;f;;d;u
p;lip.93;s;;o;t;d;;o;kwi.72;lis.67;;;w;;;t;f;;d;u
p;lip.63;s;;r;t;d;;o;kwi.81;lis.31;;;w;;;t;f;;d;a
p;sie.99;s;;r;t;d;;o;cze.27;13.39;;;w;;;t;f;;d;u
p;wrz.49;s;;y;t;d;;o;maj.68;lis.97;;;w;;;t;f;;d;a
p;wrz.91;s;;o;t;d;;o;kwi.87;13.82;;;w;;;t;f;;d;u
p;cze.89;s;;o;t;d;;o;maj.19;gru.15;;;w;;;t;f;;d;a
p;lip.62;s;;r;t;d;;o;kwi.22;gru.37;;;w;;;t;f;;d;u
p;wrz.32;s;;o;t;d;;o;maj.58;13.mar;;;w;;;t;f;;d;u
p;07.wrz;s;;r;t;d;;o;kwi.35;gru.72;;;w;;;t;f;;d;u
p;sie.96;s;;o;t;d;;o;maj.32;14.sie;;;w;;;t;f;;d;a
p;08.lip;s;;o;t;d;;o;05.lut;gru.99;;;w;;;t;f;;d;a
p;wrz.62;s;;y;t;d;;o;maj.79;13.13;;;w;;;t;f;;d;a
p;sie.47;s;;r;t;d;;o;maj.34;13.84;;;w;;;t;f;;d;u
p;cze.77;s;;y;t;d;;o;kwi.45;lis.95;;;w;;;t;f;;d;a
p;sie.69;s;;o;t;d;;o;maj.37;13.15;;;w;;;t;f;;d;u
p;lip.76;s;;o;t;d;;o;maj.27;13.mar;;;w;;;t;f;;d;u
p;lip.54;s;;r;t;d;;o;mar.98;lis.23;;;w;;;t;f;;d;u
p;wrz.77;s;;o;t;d;;o;maj.49;gru.98;;;w;;;t;f;;d;u
p;lip.58;s;;o;t;d;;o;kwi.98;13.32;;;w;;;t;f;;d;u
p;sie.35;s;;y;t;d;;o;maj.91;gru.98;;;w;;;t;f;;d;u
p;lip.96;s;;o;t;d;;o;kwi.77;gru.75;;;w;;;t;f;;d;u
p;09.cze;s;;o;t;d;;o;5.0;lis.79;;;w;;;t;f;;d;u
p;09.maj;s;;y;t;d;;o;kwi.98;12.gru;;;w;;;t;f;;d;a
p;lip.53;s;;r;t;d;;o;maj.27;gru.21;;;w;;;t;f;;d;u
p;lip.56;s;;r;t;d;;o;kwi.53;12.sie;;;w;;;t;f;;d;a
p;lip.21;s;;o;t;d;;o;05.sie;lis.64;;;w;;;t;f;;d;u
p;lip.64;s;;o;t;d;;o;kwi.64;lis.15;;;w;;;t;f;;d;u
p;wrz.87;s;;o;t;d;;o;kwi.76;lis.49;;;w;;;t;f;;d;a
p;08.sty;s;;o;t;d;;o;04.gru;lis.67;;;w;;;t;f;;d;u
p;lip.91;s;;r;t;d;;o;kwi.91;gru.13;;;w;;;t;f;;d;u
p;07.gru;s;;r;t;d;;o;mar.93;lis.63;;;w;;;t;f;;d;a
p;wrz.57;s;;y;t;d;;o;maj.46;13.27;;;w;;;t;f;;d;a
p;sie.49;s;;r;t;d;;o;maj.14;13.16;;;w;;;t;f;;d;a
p;sie.16;s;;r;t;d;;o;maj.81;13.32;;;w;;;t;f;;d;a
p;wrz.16;s;;o;t;d;;o;kwi.36;lis.73;;;w;;;t;f;;d;u
p;wrz.95;s;;o;t;d;;o;kwi.96;13.wrz;;;w;;;t;f;;d;u
p;wrz.28;s;;r;t;d;;o;maj.17;13.sty;;;w;;;t;f;;d;a
p;sie.69;s;;o;t;d;;o;maj.45;11.sie;;;w;;;t;f;;d;u
p;wrz.53;s;;o;t;d;;o;maj.54;13.39;;;w;;;t;f;;d;u
p;lip.96;s;;r;t;d;;o;maj.38;gru.56;;;w;;;t;f;;d;u
p;lip.47;s;;r;t;d;;o;maj.46;lis.85;;;w;;;t;f;;d;a
p;lip.97;s;;o;t;d;;o;kwi.28;gru.62;;;w;;;t;f;;d;a
p;sie.96;s;;y;t;d;;o;04.cze;gru.48;;;w;;;t;f;;d;a
p;lis.15;s;;o;t;d;;o;maj.67;13.27;;;w;;;t;f;;d;u
p;08.sie;s;;y;t;d;;o;kwi.46;lis.69;;;w;;;t;f;;d;a
p;sie.16;s;;o;t;d;;o;kwi.66;lis.26;;;w;;;t;f;;d;u
p;sie.99;s;;o;t;d;;o;kwi.13;lis.56;;;w;;;t;f;;d;u
p;09.kwi;s;;r;t;d;;o;cze.29;13.26;;;w;;;t;f;;d;u
p;sie.74;s;;r;t;d;;o;kwi.82;gru.36;;;w;;;t;f;;d;a
p;wrz.85;s;;y;t;d;;o;05.maj;13.32;;;w;;;t;f;;d;u
p;08.lut;s;;r;t;d;;o;kwi.26;lis.61;;;w;;;t;f;;d;a
p;06.wrz;s;;y;t;d;;o;kwi.24;lis.21;;;w;;;t;f;;d;a
p;cze.29;s;;r;t;d;;o;kwi.51;gru.26;;;w;;;t;f;;d;a
p;paü.37;s;;o;t;d;;o;maj.23;13.mar;;;w;;;t;f;;d;a
p;lip.41;s;;o;t;d;;o;04.kwi;lis.74;;;w;;;t;f;;d;u
p;gru.57;s;;o;t;d;;o;maj.67;13.57;;;w;;;t;f;;d;u
p;08.wrz;s;;y;t;d;;o;kwi.49;lis.88;;;w;;;t;f;;d;a
p;09.lut;s;;r;t;d;;o;maj.57;13.15;;;w;;;t;f;;d;u
p;09.mar;s;;o;t;d;;o;kwi.87;gru.54;;;w;;;t;f;;d;a
p;cze.58;s;;y;t;d;;o;05.gru;gru.64;;;w;;;t;f;;d;u
p;wrz.89;s;;y;t;d;;o;maj.38;12.maj;;;w;;;t;f;;d;a
p;maj.81;s;;r;t;d;;o;kwi.49;lis.81;;;w;;;t;f;;d;a
p;sie.59;s;;o;t;d;;o;maj.73;gru.44;;;w;;;t;f;;d;u
p;sie.75;s;;y;t;d;;o;maj.33;gru.58;;;w;;;t;f;;d;a
p;wrz.79;s;;r;t;d;;o;maj.14;13.72;;;w;;;t;f;;d;a
p;wrz.31;s;;r;t;d;;o;maj.98;13.kwi;;;w;;;t;f;;d;a
p;10.lip;s;;o;t;d;;o;maj.63;14.lut;;;w;;;t;f;;d;u
p;sie.69;s;;y;t;d;;o;kwi.44;lis.42;;;w;;;t;f;;d;u
p;wrz.28;s;;o;t;d;;o;cze.18;13.98;;;w;;;t;f;;d;u
p;maj.99;s;;o;t;d;;o;mar.99;paü.64;;;w;;;t;f;;d;a
p;sie.66;s;;r;t;d;;o;maj.28;12.cze;;;w;;;t;f;;d;a
p;sie.24;s;;y;t;d;;o;maj.61;13.37;;;w;;;t;f;;d;a
p;lip.22;s;;y;t;d;;o;kwi.55;lis.99;;;w;;;t;f;;d;a
p;wrz.24;s;;r;t;d;;o;kwi.94;gru.13;;;w;;;t;f;;d;u
p;lip.73;s;;r;t;d;;o;05.lip;gru.96;;;w;;;t;f;;d;a
p;lip.92;s;;o;t;d;;o;kwi.89;13.47;;;w;;;t;f;;d;a
p;sie.85;s;;r;t;d;;o;lut.79;paü.96;;;w;;;t;f;;d;a
p;lip.62;s;;o;t;d;;o;maj.87;13.15;;;w;;;t;f;;d;u
p;paü.23;s;;o;t;d;;o;maj.94;13.53;;;w;;;t;f;;d;a
p;09.kwi;s;;o;t;d;;o;maj.26;14.14;;;w;;;t;f;;d;u
p;wrz.59;s;;r;t;d;;o;kwi.53;12.wrz;;;w;;;t;f;;d;u
p;lip.68;s;;y;t;d;;o;kwi.22;lis.95;;;w;;;t;f;;d;a
